FIPS_Code,County,State,Adult Obesity Percentage,Infant Mortality Rate,Life Expectancy,Incarceration Rate,Incarceration_Rate_1k,HIV_Prevalence,Motor Vehicle Death Rate,Secondary Educational Attainment,GINI Index (Income Inequality),Population Density,Domestic In-Migrants 2010s,Domestic In-Migrants 2010s (norm),Domestic Net Migrants 2010s,Domestic Net Migrants 2010s (norm)
1001,Autauga County,AL,37.5,7.699275362,76.33058901,395.71,3.96,0.2,17.9,88.5,0.4542,93.16,21621,390.305984294611,1396,25.2008303998556
1003,Baldwin County,AL,31,5.851337449,78.59949766,444.84,4.45,0.2,20.61,90.8,0.4587,133.87,55539,277.540964764556,19706,98.4753461828685
1005,Barbour County,AL,44.3,NA,75.77945737,631.32,6.31,0.5,40.51,73.2,0.4883,28.66,3336,124.074831703054,-539,-20.0468627961468
1007,Bibb County,AL,37.8,14.79289941,73.92827108,261.5,2.62,0.2,NA,79.1,0.4487,36.14,6101,271.08326668444,193,8.57549098018306
1009,Blount County,AL,34.4,6.184687567,74.59776688,199.92,2,0.1,20.75,80.5,0.457,89.45,17683,306.363589112771,1832,31.7399816351635
1011,Bullock County,AL,39.4,NA,73.11753012,480.77,4.81,0.6,NA,74.7,0.4731,16.45,398,36.9751021924935,-3,-0.278706800445931
1013,Butler County,AL,40.2,NA,73.50538502,807.89,8.08,0.4,NA,85,0.4619,25.52,1790,88.1947181710682,-173,-8.52384706346078
1015,Calhoun County,AL,37.1,7.831777706,73.1029477,693.29,6.93,0.3,23.77,84.4,0.4633,189.18,19858,171.313709927879,-3333,-28.7535801787501
1017,Chambers County,AL,40.3,8.064516129,74.12227764,596.94,5.97,0.4,NA,81.6,0.423,56.42,11049,324.245803498063,521,15.2893532104707
1019,Cherokee County,AL,36.3,NA,74.34657229,481.76,4.82,0.1,NA,81.6,0.4515,46.8,5540,212.774129123939,761,29.2276375926566
1021,Chilton County,AL,35.3,6.79383329,74.19263044,423.18,4.23,0.1,24.76,81.8,0.4719,63.59,11016,250.756868725957,1534,34.9183947554119
1023,Choctaw County,AL,41.3,NA,74.28412612,513.87,5.14,0.2,NA,81.4,0.469,14.15,60,4.5034902049088,-50,-3.75290850409067
1025,Clarke County,AL,39.6,NA,75.89374365,651.74,6.52,0.2,46.57,80.6,0.5158,19.48,2535,101.623571858088,-943,-37.8031669673281
1027,Clay County,AL,37.7,NA,75.39303201,670.99,6.71,0.2,NA,76.7,0.4615,22.08,838,61.8358913813459,-213,-15.7172373081464
1029,Cleburne County,AL,34.5,NA,73.62978506,522.89,5.23,0.1,NA,79,0.457,26.63,1287,85.3448275862069,143,9.48275862068965
1031,Coffee County,AL,33.4,6.885828521,77.20313581,404.3,4.04,0.2,19.11,85.9,0.4327,76.09,18070,354.947062405469,706,13.867881906932
1033,Colbert County,AL,32.5,9.327911983,74.85102703,502.12,5.02,0.1,NA,85.2,0.4467,92.4,13960,255.944850851622,331,6.06860642062226
1035,Conecuh County,AL,38.7,NA,75.03381156,339.12,3.39,0.3,NA,84.3,0.4296,14.58,588,46.4088397790055,-101,-7.9715864246251
1037,Coosa County,AL,40.4,NA,73.41610072,841.1,8.41,0.2,NA,80,0.4515,16.53,1143,104.99724416682,38,3.49072202829322
1039,Covington County,AL,33.4,8.314678606,74.21578352,1049.24,10.49,0.2,40.49,83.4,0.4598,36.1,4566,120.430447855673,-73,-1.92541013873503
1041,Crenshaw County,AL,38.2,NA,74.83108815,360.83,3.61,0.2,NA,79.2,0.4921,22.74,999,71.4745653573728,-12,-0.8585533376261
1043,Cullman County,AL,34.5,6.478209658,74.68351768,469.64,4.7,0.1,22.68,81.6,0.4416,112.76,16041,197.332972480901,2021,24.8619124358769
1045,Dale County,AL,37.3,6.161036754,75.40785777,382.99,3.83,0.3,22.37,86.1,0.4479,87.82,22646,457.642874464473,-1279,-25.8467383396653
1047,Dallas County,AL,41.9,6.973140496,71.71567861,498.19,4.98,0.5,37.64,81.8,0.4691,40,3653,87.5788161396274,-3841,-92.0860204742154
1049,DeKalb County,AL,30.4,6.744225257,74.22449164,264.37,2.64,0.1,25.17,74.8,0.4723,91.76,13929,196.003658622388,-166,-2.33588967846338
1051,Elmore County,AL,36.1,6.366597572,76.12256617,326.23,3.26,0.3,12.31,86.6,0.4413,131.21,29652,366.178050557566,2789,34.4418785581091
1053,Escambia County,AL,38.4,8.8091354,72.88719273,671.71,6.72,0.3,27.3,81.1,0.4818,39.2,6405,169.745315771341,-245,-6.49299022076167
1055,Etowah County,AL,36.1,10.23765996,73.05367813,681.53,6.82,0.2,23.47,84.6,0.4594,192.02,19657,189.865837285451,288,2.78177550685302
1057,Fayette County,AL,37.8,NA,74.5662713,461.27,4.61,0.1,NA,82.6,0.461,26.28,1191,70.5819604124689,-64,-3.79281735213939
1059,Franklin County,AL,33,7.123473541,74.05499686,389.97,3.9,0.1,31.89,77.2,0.4276,49.64,6848,216.702003101168,-1538,-48.6693459067751
1061,Geneva County,AL,38,NA,74.32717473,416.73,4.17,0.2,38.06,80.3,0.44,45.98,6635,248.390236597784,315,11.7924528301887
1063,Greene County,AL,42.1,NA,73.85479914,399.58,4,0.4,NA,79.2,0.5115,12.87,386,45.1303636151058,-161,-18.8238045130364
1065,Hale County,AL,42,NA,74.24185248,193.1,1.93,0.5,NA,84,0.4994,23,1410,92.8609062170706,27,1.7781875658588
1067,Henry County,AL,37.9,NA,75.59793011,590.44,5.9,0.3,NA,79.4,0.4407,30.5,1979,115.125072716696,330,19.1972076788831
1069,Houston County,AL,36,9.403695099,75.98739983,1105.8,11.06,0.4,18.89,86,0.4832,180.57,25694,246.600059504957,-856,-8.21552311575634
1071,Jackson County,AL,37,10.00769823,73.66010976,319.81,3.2,0.1,29.06,83.2,0.4516,48.1,9050,171.840881040539,-256,-4.86091332004177
1073,Jefferson County,AL,33.3,10.68663211,74.72026828,614.81,6.15,0.7,16.1,90.1,0.5009,593.55,155740,235.686516049655,-23544,-35.6299173871394
1075,Lamar County,AL,35,NA,73.1553474,344.7,3.45,0.1,NA,82.3,0.472,22.96,632,44.8672440721284,-38,-2.69771404231151
1077,Lauderdale County,AL,34.6,7.338327473,76.19725856,367.66,3.68,0.1,16.18,87.4,0.4601,138.55,16463,176.838961931769,-734,-7.88433445045974
1079,Lawrence County,AL,35,NA,74.03277127,467.74,4.68,0.1,36.45,79.3,0.4409,47.86,8180,244.346865011799,-589,-17.5941691310452
1081,Lee County,AL,31.4,7.352340495,78.16330406,406.35,4.06,0.2,12.15,90.9,0.5026,265.25,52038,337.350491069982,4876,31.6099964344754
1083,Limestone County,AL,33.6,6.476136844,77.79918567,216.23,2.16,0.1,19.21,84.7,0.4454,169.17,30799,339.244605505193,7864,86.6203311046736
1085,Lowndes County,AL,46.2,NA,70.81807959,560.22,5.6,0.6,NA,78.3,0.5064,14.08,1023,96.6918714555766,-182,-17.2022684310019
1087,Macon County,AL,46.7,NA,74.08991223,735.52,7.36,0.6,NA,81.8,0.5095,30.73,4062,209.111969111969,-1502,-77.3230373230373
1089,Madison County,AL,31.8,7.510729614,77.56460772,455.82,4.56,0.3,16.09,91.7,0.462,451.95,92351,263.634780573167,8135,23.2230180502942
1091,Marengo County,AL,40.7,NA,74.31460188,490.89,4.91,0.2,NA,83.8,0.5495,19.78,1771,88.0656389855793,-674,-33.5156638488314
1093,Marion County,AL,36.4,NA,74.45516162,673.9,6.74,0.1,NA,79.6,0.4587,40.23,4847,160.120247101186,190,6.27663440256351
1095,Marshall County,AL,33,6.559527714,74.22396708,326.62,3.27,0.2,28.93,81.6,0.4707,169.03,23897,252.514899192696,-945,-9.98562914747031
1097,Mobile County,AL,36.9,9.281160017,75.18092438,734.81,7.35,0.6,21.3,86.5,0.476,336.84,52553,126.596213652339,-10394,-25.038362123997
1099,Monroe County,AL,39.1,12.31527094,74.35590477,391.4,3.91,0.2,NA,85.6,0.5495,20.74,2166,98.6923041873604,-417,-19.0003189501982
1101,Montgomery County,AL,36.6,9.247699635,75.81389925,826.42,8.26,0.8,11.92,86.7,0.4928,288.97,54121,239.273351047133,-11609,-51.3243349588176
1103,Morgan County,AL,31.5,8.090117768,75.50516228,579.3,5.79,0.1,23.4,84.1,0.4526,205.68,27899,233.255578686866,-914,-7.64169321193576
1105,Perry County,AL,44.9,NA,71.8073582,342.39,3.42,0.4,NA,82.8,0.4938,12.91,93,9.46468552819051,-158,-16.0797883167108
1107,Pickens County,AL,36,15.37475977,75.51025145,409.13,4.09,0.3,NA,81.5,0.4907,22.97,926,45.4701694082986,-128,-6.28529339553155
1109,Pike County,AL,42.8,8.190618019,75.56737294,721.91,7.22,0.4,NA,85,0.5367,49.6,4840,144.957920273144,-1469,-43.9965258019108
1111,Randolph County,AL,36.6,NA,74.15062539,690.33,6.9,0.1,44.01,79.6,0.4815,39.01,4001,177.514530369582,235,10.4263720661964
1113,Russell County,AL,40.4,10.58743169,72.91510157,854.9,8.55,0.4,22.43,83.8,0.4661,90.38,34495,578.697490269763,2666,44.7255401959468
1115,St. Clair County,AL,35.6,7.498958478,75.10036379,451.78,4.52,0.2,13.41,84.6,0.4065,139.32,31386,362.01944703969,5977,68.941255176073
1117,Shelby County,AL,32.9,6.320057238,80.36632737,268.31,2.68,0.2,13.32,92.7,0.4392,271.76,82596,399.680627132177,9005,43.5750405264813
1119,Sumter County,AL,43.1,NA,72.90228422,355.9,3.56,0.4,NA,86.7,0.5289,14.16,204,15.4944554154641,-172,-13.0639526051952
1121,Talladega County,AL,40.7,9.348914858,72.9365298,762.45,7.62,0.3,23.76,80.3,0.467,109.1,18715,230.134526942279,334,4.10712968200487
1123,Tallapoosa County,AL,34.5,8.209662141,75.03016843,699.32,6.99,0.2,NA,80.7,0.4689,56.58,10039,243.872221547431,-1837,-44.6252884732175
1125,Tuscaloosa County,AL,34.1,9.375727929,76.16151114,512.37,5.12,0.3,15.29,88.3,0.4677,156.95,30444,150.554863212866,-1887,-9.33179039819595
1127,Walker County,AL,38,8.80572372,70.15031591,602.16,6.02,0.1,26.76,81.8,0.4522,81.05,10303,157.367384032625,-77,-1.17609323211804
1129,Washington County,AL,40.4,NA,72.95174626,356.55,3.57,0.1,NA,82.6,0.4989,15.31,1019,60.5322561482714,-120,-7.12843055720566
1131,Wilcox County,AL,44.4,NA,74.17464284,247.64,2.48,0.3,NA,76.5,0.4887,12.02,230,20.7244548567309,21,1.892232834745
1133,Winston County,AL,38.2,NA,74.89234159,501.48,5.01,0,NA,78.8,0.4752,38.8,5682,235.27950310559,-169,-6.99792960662526
2013,Aleutians East Borough,AK,39.5,NA,92.48223957,NA,NA,NA,NA,85.5,0.4068,0.48,NA,NA,NA,NA
2016,Aleutians West Census Area,AK,40,NA,81.36730797,NA,NA,NA,NA,89.5,0.3514,1.3,NA,NA,NA,NA
2020,Anchorage Borough,AK,28.6,5.471535719,79.0217959,NA,NA,NA,9.03,93.9,0.4298,171.98,NA,NA,NA,NA
2050,Bethel Census Area,AK,31.3,9.310344828,71.94640009,NA,NA,NA,NA,80.9,0.4502,0.45,NA,NA,NA,NA
2060,Bristol Bay Borough,AK,38.6,NA,NA,NA,NA,NA,NA,94,0.3916,1.82,NA,NA,NA,NA
2068,Denali Borough,AK,27,NA,81.20403823,NA,NA,NA,NA,98.5,0.3486,0.18,NA,NA,NA,NA
2070,Dillingham Census Area,AK,38.5,NA,72.919773,NA,NA,NA,NA,86.3,0.4271,0.27,NA,NA,NA,NA
2090,Fairbanks North Star Borough,AK,29.4,4.939341421,79.37741124,NA,NA,NA,NA,94.5,0.4094,13.52,NA,NA,NA,NA
2100,Haines Borough,AK,26.3,NA,85.11926788,NA,NA,NA,NA,97.5,0.3985,1.07,NA,NA,NA,NA
2105,Hoonah-Angoon Census Area,AK,31.7,NA,80.22684914,NA,NA,NA,NA,93.7,0.4306,0.33,NA,NA,NA,NA
2110,Juneau Borough,AK,28.8,NA,79.5210401,NA,NA,NA,NA,96.4,0.3985,11.92,NA,NA,NA,NA
2122,Kenai Peninsula Borough,AK,29.6,4.638967326,78.56803956,NA,NA,NA,NA,92.7,0.4393,3.65,NA,NA,NA,NA
2130,Ketchikan Gateway Borough,AK,35.6,NA,80.18433109,NA,NA,NA,NA,92.8,0.4332,2.84,NA,NA,NA,NA
2150,Kodiak Island Borough,AK,32.8,NA,82.4046679,NA,NA,NA,NA,89.8,0.372,2.03,NA,NA,NA,NA
2158,Kusilvak Census Area,AK,26.9,NA,67.21588791,NA,NA,NA,NA,78.9,0.4285,0.48,NA,NA,NA,NA
2164,Lake and Peninsula Borough,AK,33.5,NA,NA,NA,NA,NA,NA,88,0.4259,0.06,NA,NA,NA,NA
2170,Matanuska-Susitna Borough,AK,33.1,3.779366701,78.8191607,NA,NA,NA,17.54,92.9,0.422,4.26,NA,NA,NA,NA
2180,Nome Census Area,AK,35.5,NA,71.0984482,NA,NA,NA,NA,84.6,0.4301,0.43,NA,NA,NA,NA
2185,North Slope Borough,AK,36.8,NA,73.14686856,NA,NA,NA,NA,89.7,0.4094,0.11,NA,NA,NA,NA
2188,Northwest Arctic Borough,AK,36.1,NA,72.65722884,NA,NA,NA,NA,82.5,0.4469,0.22,NA,NA,NA,NA
2195,Petersburg Census Area,AK,30,NA,77.43607651,NA,NA,NA,NA,89.7,0.4274,1.12,NA,NA,NA,NA
2198,Prince of Wales-Hyder Census Area,AK,35.4,NA,73.62396236,NA,NA,NA,NA,90.8,0.4326,1.22,NA,NA,NA,NA
2220,Sitka Borough,AK,28.9,NA,80.82612098,NA,NA,NA,NA,94.7,0.4185,3.01,NA,NA,NA,NA
2230,Skagway Municipality,AK,29.9,NA,NA,NA,NA,NA,NA,94.7,0.3023,2.55,NA,NA,NA,NA
2240,Southeast Fairbanks Census Area,AK,32.8,NA,78.4083676,NA,NA,NA,NA,89.9,0.4058,0.28,NA,NA,NA,NA
2261,Valdez-Cordova Census Area,AK,32.2,NA,78.9160487,NA,NA,NA,NA,95.4,0.413,0.27,NA,NA,NA,NA
2275,Wrangell City,AK,36.2,NA,80.57658537,NA,NA,NA,NA,86.5,0.4208,0.98,NA,NA,NA,NA
2282,Yakutat Borough,AK,31.3,NA,NA,NA,NA,NA,NA,91.2,0.3385,0.09,NA,NA,NA,NA
2290,Yukon-Koyukuk Census Area,AK,32.2,NA,70.60531817,NA,NA,NA,NA,86,0.4671,0.04,NA,NA,NA,NA
4001,Apache County,AZ,34.4,10.21230852,72.36031002,167.55,1.68,0.2,47.3,80.4,0.5013,6.39,33048,460.099125689146,1392,19.3796291139945
4003,Cochise County,AZ,26.9,5.816034359,78.61877318,602.36,6.02,0.2,14.29,87.4,0.4427,20.27,36024,282.656455966355,-5710,-44.8025861527839
4005,Coconino County,AZ,23.7,5.306603774,79.17865143,428.7,4.29,0.1,18.12,90.5,0.4667,7.59,44048,319.925625717232,-6624,-48.1108641652504
4007,Gila County,AZ,31.1,7.66194567,73.81923047,777.27,7.77,0.1,27.77,86.3,0.4427,11.25,16066,302.45298292513,2129,40.0798207797587
4009,Graham County,AZ,34.8,5.454996281,78.38163421,741.95,7.42,0.1,NA,85.3,0.4196,8.22,6648,175.14555944885,-265,-6.98158442448033
4011,Greenlee County,AZ,29.7,NA,81.19111831,647.52,6.48,0.1,NA,88.1,0.3805,5.17,869,92.9809544190028,-154,-16.4776374919752
4012,La Paz County,AZ,28.6,NA,78.18474902,522.38,5.22,0.1,NA,76.9,0.4879,4.62,3785,187.089120656418,-337,-16.6576046661065
4013,Maricopa County,AZ,26.6,5.647111556,80.45570363,643.01,6.43,0.3,10.99,87.7,0.4641,470.49,1224084,299.492732294625,228889,56.0015423795952
4015,Mohave County,AZ,31.9,6.115295697,75.4924518,679.17,6.79,0.1,23.56,86.1,0.4456,15.58,60308,296.556370198809,13238,65.0960606999376
4017,Navajo County,AZ,33,7.274017564,75.38793225,567.38,5.67,0.1,31.55,83.4,0.4739,10.98,40036,370.357350995828,4545,42.0440143939464
4019,Pima County,AZ,25.1,4.645311139,79.63227752,545.79,5.46,0.3,15.09,88.4,0.4694,111.79,228723,227.694730596626,13725,13.6632965527677
4021,Pinal County,AZ,33,5.282491879,81.61353928,518.63,5.19,0.3,14.48,85.8,0.4204,80.65,205931,512.370682577043,44242,110.077179922273
4023,Santa Cruz County,AZ,23.3,4.852227614,83.23300031,296.12,2.96,0.2,NA,76.6,0.4997,37.6,10760,230.431523717743,-3167,-67.8231073990791
4025,Yavapai County,AZ,23.8,5.451055662,78.71101746,834.97,8.35,0.1,14.89,91,0.4435,28.08,80028,365.685145583155,24620,112.50022847325
4027,Yuma County,AZ,33.1,6.018431446,83.05657568,501.81,5.02,0.2,10.76,73.3,0.4429,37.99,44090,216.928171141517,-3761,-18.5045781733556
5001,Arkansas County,AR,33,NA,74.14368552,NA,NA,0.3,NA,83.9,0.4807,18.12,774,41.6263310745402,-128,-6.88394105625471
5003,Ashley County,AR,40.1,NA,74.44178976,NA,NA,0.1,NA,83.3,0.4694,21.91,959,45.7800267328623,-534,-25.4916937177774
5005,Baxter County,AR,35.4,NA,76.59871755,NA,NA,0.1,NA,88.7,0.4517,74.74,3035,74.2834765156522,-203,-4.96854884107986
5007,Benton County,AR,31.9,6.634675569,79.60856402,NA,NA,0.1,10.75,88.6,0.4586,313.43,92027,379.773110873593,21999,90.7845378650633
5009,Boone County,AR,36.6,NA,76.70965332,NA,NA,0.1,NA,87.4,0.4364,63.27,5020,134.960748467577,-274,-7.36638348209485
5011,Bradley County,AR,40.3,NA,73.47550322,NA,NA,0.1,NA,81,0.451,16.75,288,25.8342303552207,6,0.538213132400431
5013,Calhoun County,AR,34.9,NA,73.32060214,NA,NA,0.2,NA,84.2,0.4212,8.26,193,37.1011149557862,99,19.0311418685121
5015,Carroll County,AR,32.4,NA,76.42659892,NA,NA,0.2,NA,86.3,0.4631,44.39,4512,162.629757785467,-651,-23.4645328719723
5017,Chicot County,AR,41.4,NA,73.58304204,NA,NA,0.3,NA,80.8,0.5252,16.46,359,32.1109123434705,-135,-12.0751341681574
5019,Clark County,AR,32.8,NA,75.84570168,NA,NA,0.2,NA,90,0.4319,25.85,2749,121.766477675408,-1055,-46.7310418143161
5021,Clay County,AR,38.4,NA,72.68661889,NA,NA,0.1,NA,82.5,0.4663,23.28,944,62.4421219738061,-37,-2.44741367905808
5023,Cleburne County,AR,34.3,NA,75.69396135,NA,NA,0.1,NA,85.9,0.4501,45.33,5496,214.402746352501,46,1.79449169072326
5025,Cleveland County,AR,35.2,NA,73.53092191,NA,NA,0.1,NA,89.6,0.4257,13.6,332,39.294591075867,42,4.97100248550124
5027,Columbia County,AR,33.6,NA,74.818275,NA,NA,0.2,NA,85.9,0.4973,31.04,2168,90.5862198637864,-607,-25.3624702293904
5029,Conway County,AR,36.9,NA,74.60666737,NA,NA,0.2,NA,87,0.4812,37.77,4560,216.288004553432,-81,-3.84195797562017
5031,Craighead County,AR,36.6,8.700810757,76.72395159,NA,NA,0.2,14.5,89.3,0.4816,151.77,25792,251.58508749683,2533,24.7078561813535
5033,Crawford County,AR,35.8,8.411214953,75.73643081,NA,NA,0.1,15.81,85,0.4477,105.66,17872,289.67372805809,616,9.98427800379273
5035,Crittenden County,AR,41.1,10.21711367,73.37567192,NA,NA,0.6,NA,82.6,0.4689,79.74,10596,213.853233228385,-1521,-30.6975054492613
5037,Cross County,AR,36.7,12.91989664,72.980884,NA,NA,0.2,NA,83.6,0.4593,27.29,1110,64.4337377372729,-67,-3.88924362918674
5039,Dallas County,AR,40.2,NA,73.85919197,NA,NA,NA,NA,83.9,0.4249,10.91,178,22.9529335912315,11,1.41843971631206
5041,Desha County,AR,38.8,NA,71.90830464,NA,NA,0.2,NA,81.1,0.4547,15.24,700,57.0776255707763,-289,-23.5649054142205
5043,Drew County,AR,38.2,NA,74.91232111,NA,NA,0.2,NA,86.9,0.4941,22.23,1166,62.6141123402427,155,8.32348834711631
5045,Faulkner County,AR,35.6,7.702301411,77.02990328,NA,NA,0.2,11.11,91.8,0.4674,190.79,31159,258.007087970323,746,6.17713301536831
5047,Franklin County,AR,32.2,NA,74.25814689,NA,NA,0.1,NA,83.7,0.4533,29.13,1712,96.1527660769447,179,10.0533557989329
5049,Fulton County,AR,31.2,NA,74.66610013,NA,NA,0.1,NA,85.6,0.4256,19.79,865,71.340206185567,7,0.577319587628866
5051,Garland County,AR,31.2,6.053428083,74.79903537,NA,NA,0.2,26.16,89.1,0.4807,145.44,19399,199.328003945665,1957,20.1085057849202
5053,Grant County,AR,39,NA,76.10754756,NA,NA,0.1,NA,90.8,0.4471,28.69,1920,105.820105820106,380,20.9435626102293
5055,Greene County,AR,34.6,8.350202429,73.94686397,NA,NA,0.1,22.06,88.2,0.4261,77.79,9726,222.593491097176,2065,47.2604934315924
5057,Hempstead County,AR,36,NA,76.49460236,NA,NA,0.1,NA,82.6,0.4199,30.02,2144,96.0272316029919,-841,-37.6673982174049
5059,Hot Spring County,AR,35,NA,73.50626933,NA,NA,0.2,NA,85.8,0.428,54.6,8346,250.119875329657,123,3.68616638695756
5061,Howard County,AR,36.9,NA,73.61900426,NA,NA,0.2,NA,85.2,0.511,22.62,946,70.0740740740741,77,5.7037037037037
5063,Independence County,AR,34.3,7.608034084,75.78436081,NA,NA,0.1,NA,86,0.4561,48.99,4789,129.576016667118,-343,-9.28055412754674
5065,Izard County,AR,34.6,NA,75.72119454,NA,NA,0.2,NA,83.8,0.4278,23.37,847,62.8058727569331,115,8.52736170843838
5067,Jackson County,AR,36.9,NA,72.82250609,NA,NA,0.3,NA,80.2,0.501,26.86,973,55.4921866088742,71,4.04927569293943
5069,Jefferson County,AR,41.8,8.483896308,73.05152901,NA,NA,0.5,23.94,86.1,0.4642,79.63,7732,106.947729504682,-6832,-94.4990801831335
5071,Johnson County,AR,36.1,NA,75.79102135,NA,NA,0.1,NA,78.9,0.4491,39.97,3500,134.589502018843,-242,-9.30590271101711
5073,Lafayette County,AR,40.8,NA,75.84908065,NA,NA,0.1,NA,79.7,0.5807,12.87,149,20.9534523976937,-86,-12.0939389677964
5075,Lawrence County,AR,32.1,NA,73.81490728,NA,NA,0.1,NA,84.1,0.4382,28.16,1433,84.6376469198512,-67,-3.95723820211446
5077,Lee County,AR,39.1,NA,75.35842565,NA,NA,0.5,NA,75.8,0.5049,15.26,342,34.6855983772819,110,11.1561866125761
5079,Lincoln County,AR,34.9,NA,75.64264453,NA,NA,0.3,NA,81.1,0.4604,23.96,555,39.7279885468862,47,3.36435218324982
5081,Little River County,AR,37.4,NA,73.67365789,NA,NA,0.2,NA,89,0.4494,23.2,812,64.7941270347909,83,6.62304500478774
5083,Logan County,AR,38.3,NA,74.35120887,NA,NA,0.1,NA,86.2,0.4243,30.59,3333,151.789780490026,-631,-28.7366791146735
5085,Lonoke County,AR,40.6,7.455873402,74.57448965,NA,NA,0.1,19.1,89.1,0.4161,94.02,26925,376.273460318348,2158,30.1577763181799
5087,Madison County,AR,35.6,NA,73.9540881,NA,NA,0.1,NA,80.6,0.4771,19.43,1937,123.062261753494,193,12.2617534942821
5089,Marion County,AR,33.6,NA,74.78958377,NA,NA,0.1,NA,86.5,0.4416,27.6,1172,71.6075029021812,-99,-6.04875664446753
5091,Miller County,AR,37,8.881421027,74.16067132,NA,NA,0.3,NA,86.5,0.466,69.63,15099,347.678916827853,-684,-15.7502072395689
5093,Mississippi County,AR,42.1,9.828571429,71.53180438,NA,NA,0.2,NA,81.1,0.4727,46.78,5863,132.542104668249,-2452,-55.4312196224709
5095,Monroe County,AR,36.7,NA,70.56161394,NA,NA,0.4,NA,78.9,0.4556,11.61,97,12.7934581904511,-73,-9.62806647322606
5097,Montgomery County,AR,34.6,NA,75.96367459,NA,NA,0.1,NA,79.8,0.454,11.48,494,54.3933054393305,30,3.30323717242898
5099,Nevada County,AR,35,NA,73.85589641,NA,NA,0.2,NA,90.4,0.4086,13.52,423,48.4924911154419,10,1.14639458901754
5101,Newton County,AR,31.8,NA,77.75899229,NA,NA,NA,NA,86.5,0.4307,9.52,435,55.0354251012146,-70,-8.85627530364373
5103,Ouachita County,AR,35.6,NA,73.70917758,NA,NA,0.2,NA,86,0.4577,32.52,2583,104.035766070565,-578,-23.280167552763
5105,Perry County,AR,35.4,NA,75.1997946,NA,NA,0.1,NA,84.8,0.4132,18.77,943,92.0448999511957,70,6.83260126891166
5107,Phillips County,AR,44.7,9.592326139,71.55622585,NA,NA,0.4,NA,80.3,0.4944,26.75,1150,57.7019568489714,-1426,-71.5504264927245
5109,Pike County,AR,34.9,NA,76.48107527,NA,NA,0.1,NA,87.4,0.4481,17.91,740,67.1262699564586,-71,-6.44049346879536
5111,Poinsett County,AR,36.6,NA,72.03430974,NA,NA,0.1,NA,80.3,0.4285,31.51,5438,224.284418048338,-468,-19.3021529324425
5113,Polk County,AR,34.5,NA,75.999852,NA,NA,0.1,NA,84.9,0.492,23.43,319,15.7725587144623,-201,-9.93819530284302
5115,Pope County,AR,35.8,4.895738894,76.96412031,NA,NA,0.1,NA,84.5,0.4696,78.47,11844,187.402098068069,-1649,-26.0913593139349
5117,Prairie County,AR,38,NA,78.12666951,NA,NA,0.2,NA,83.2,0.4579,12.64,600,72.2543352601156,-34,-4.09441233140655
5119,Pulaski County,AR,32.7,8.257403189,76.38598117,NA,NA,0.6,19.14,90.4,0.509,518.13,107191,272.957611624081,-13942,-35.5027476305188
5121,Randolph County,AR,35.8,NA,73.12686732,NA,NA,0.1,NA,82.9,0.4756,27.13,1284,73.0749530476353,329,18.7240339195265
5123,St. Francis County,AR,46.9,9.373668513,74.7183295,NA,NA,0.3,NA,81.9,0.4908,40.8,3336,124.019480278077,-1663,-61.8238596230343
5125,Saline County,AR,34.7,7.262085411,77.50813056,NA,NA,0.1,17.15,90.6,0.399,165.04,42297,365.51473828844,9886,85.4310873754526
5127,Scott County,AR,37.6,NA,74.20164679,NA,NA,0.1,NA,79.1,0.4331,11.63,460,43.0187973440569,-142,-13.279715701861
5129,Searcy County,AR,35.2,NA,75.16424199,NA,NA,NA,NA,81.8,0.4554,11.87,62,7.81939714970362,-59,-7.44103922310506
5131,Sebastian County,AR,33.6,6.186773681,76.02436271,NA,NA,0.2,10.17,84.1,0.4691,240.21,32325,254.977282766454,-2784,-21.9599924275888
5133,Sevier County,AR,35,NA,75.97402335,NA,NA,0.1,NA,76.5,0.4595,30.22,481,27.602433145874,-167,-9.58338115459658
5135,Sharp County,AR,39.2,NA,73.29508606,NA,NA,0.1,NA,83.5,0.4769,28.36,1765,104.400804448125,137,8.10363184668165
5137,Stone County,AR,36.4,NA,76.13057434,NA,NA,0.1,NA,81.2,0.4609,20.57,59,4.72226668801025,-135,-10.805186489515
5139,Union County,AR,40.7,8.661637329,73.92026844,NA,NA,0.4,31.02,84.9,0.47,37.96,3988,99.1373952817759,-1134,-28.1900216272653
5141,Van Buren County,AR,38,NA,75.9662844,NA,NA,0.1,NA,85.1,0.4504,23.45,1074,63.7350899056436,159,9.43564180167349
5143,Washington County,AR,31,6.634657355,78.05492486,NA,NA,0.2,10.45,85,0.4851,246.6,65626,297.229972100438,954,4.3208087249538
5145,White County,AR,35.6,10.36950489,75.13840909,NA,NA,0.1,16.51,84.4,0.4609,76.09,15420,196.203175895765,-827,-10.5226995114007
5147,Woodruff County,AR,37.8,NA,74.08927117,NA,NA,0.3,NA,81.7,0.5001,11.13,270,39.0738060781476,8,1.15774240231548
5149,Yell County,AR,40.3,NA,74.19658171,NA,NA,0.1,NA,78.2,0.4367,23.08,4708,214.477700332559,-931,-42.4126463486857
6001,Alameda County,CA,19.1,3.8757717,82.66173805,228.86,2.29,0.4,6.58,88.4,0.4616,2247.04,616097,382.450163602064,-32771,-20.3430211661528
6003,Alpine County,CA,23.3,NA,NA,NA,NA,NA,NA,91.2,0.493,1.41,0,0,0,0
