FIPS_Code,County,State,Adult Obesity Percentage,Infant Mortality Rate,Life Expectancy (2021),Life Expectancy (2020),Incarceration Rate,Incarceration_Rate_1k,HIV_Prevalence,Motor Vehicle Death Rate,Secondary Educational Attainment,GINI Index (Income Inequality),Population Density,Domestic In-Migrants 2010s,Domestic In-Migrants 2010s (norm),Domestic Net Migrants 2010s,Domestic Net Migrants 2010s (norm)
1001,Autauga County,AL,37.5,7.699275362,77.16,76.33058901,395.71,3.96,0.2,17.9,88.5,0.4542,93.16,21621,390.3059843,1396,25.2008304
1003,Baldwin County,AL,31,5.851337449,78.21,78.59949766,444.84,4.45,0.2,20.61,90.8,0.4587,133.87,55539,277.5409648,19706,98.47534618
1005,Barbour County,AL,44.3,NA,74.05474119,75.77945737,631.32,6.31,0.5,40.51,73.2,0.4883,28.66,3336,124.0748317,-539,-20.0468628
1007,Bibb County,AL,37.8,14.79289941,73.40878366,73.92827108,261.5,2.62,0.2,NA,79.1,0.4487,36.14,6101,271.0832667,193,8.57549098
1009,Blount County,AL,34.4,6.184687567,74.37087378,74.59776688,199.92,2,0.1,20.75,80.5,0.457,89.45,17683,306.3635891,1832,31.73998164
1011,Bullock County,AL,39.4,NA,74.44035871,73.11753012,480.77,4.81,0.6,NA,74.7,0.4731,16.45,398,36.97510219,-3,-0.2787068
1013,Butler County,AL,40.2,NA,74.15384618,73.50538502,807.89,8.08,0.4,NA,85,0.4619,25.52,1790,88.19471817,-173,-8.523847063
1015,Calhoun County,AL,37.1,7.831777706,73.45688939,73.1029477,693.29,6.93,0.3,23.77,84.4,0.4633,189.18,19858,171.3137099,-3333,-28.75358018
1017,Chambers County,AL,40.3,8.064516129,75.02210961,74.12227764,596.94,5.97,0.4,NA,81.6,0.423,56.42,11049,324.2458035,521,15.28935321
1019,Cherokee County,AL,36.3,NA,74.47838936,74.34657229,481.76,4.82,0.1,NA,81.6,0.4515,46.8,5540,212.7741291,761,29.22763759
1021,Chilton County,AL,35.3,6.79383329,74.90765973,74.19263044,423.18,4.23,0.1,24.76,81.8,0.4719,63.59,11016,250.7568687,1534,34.91839476
1023,Choctaw County,AL,41.3,NA,74.70887649,74.28412612,513.87,5.14,0.2,NA,81.4,0.469,14.15,60,4.503490205,-50,-3.752908504
1025,Clarke County,AL,39.6,NA,74.56334131,75.89374365,651.74,6.52,0.2,46.57,80.6,0.5158,19.48,2535,101.6235719,-943,-37.80316697
1027,Clay County,AL,37.7,NA,74.89959218,75.39303201,670.99,6.71,0.2,NA,76.7,0.4615,22.08,838,61.83589138,-213,-15.71723731
1029,Cleburne County,AL,34.5,NA,74.41729032,73.62978506,522.89,5.23,0.1,NA,79,0.457,26.63,1287,85.34482759,143,9.482758621
1031,Coffee County,AL,33.4,6.885828521,76.44413986,77.20313581,404.3,4.04,0.2,19.11,85.9,0.4327,76.09,18070,354.9470624,706,13.86788191
1033,Colbert County,AL,32.5,9.327911983,74.62560827,74.85102703,502.12,5.02,0.1,NA,85.2,0.4467,92.4,13960,255.9448509,331,6.068606421
1035,Conecuh County,AL,38.7,NA,73.08896157,75.03381156,339.12,3.39,0.3,NA,84.3,0.4296,14.58,588,46.40883978,-101,-7.971586425
1037,Coosa County,AL,40.4,NA,74.92080269,73.41610072,841.1,8.41,0.2,NA,80,0.4515,16.53,1143,104.9972442,38,3.490722028
1039,Covington County,AL,33.4,8.314678606,73.72812936,74.21578352,1049.24,10.49,0.2,40.49,83.4,0.4598,36.1,4566,120.4304479,-73,-1.925410139
1041,Crenshaw County,AL,38.2,NA,74.39847226,74.83108815,360.83,3.61,0.2,NA,79.2,0.4921,22.74,999,71.47456536,-12,-0.858553338
1043,Cullman County,AL,34.5,6.478209658,74.47097907,74.68351768,469.64,4.7,0.1,22.68,81.6,0.4416,112.76,16041,197.3329725,2021,24.86191244
1045,Dale County,AL,37.3,6.161036754,75.34233768,75.40785777,382.99,3.83,0.3,22.37,86.1,0.4479,87.82,22646,457.6428745,-1279,-25.84673834
1047,Dallas County,AL,41.9,6.973140496,72.2290687,71.71567861,498.19,4.98,0.5,37.64,81.8,0.4691,40,3653,87.57881614,-3841,-92.08602047
1049,DeKalb County,AL,30.4,6.744225257,74.5134585,74.22449164,264.37,2.64,0.1,25.17,74.8,0.4723,91.76,13929,196.0036586,-166,-2.335889678
1051,Elmore County,AL,36.1,6.366597572,76.29608958,76.12256617,326.23,3.26,0.3,12.31,86.6,0.4413,131.21,29652,366.1780506,2789,34.44187856
1053,Escambia County,AL,38.4,8.8091354,73.42334939,72.88719273,671.71,6.72,0.3,27.3,81.1,0.4818,39.2,6405,169.7453158,-245,-6.492990221
1055,Etowah County,AL,36.1,10.23765996,73.32518825,73.05367813,681.53,6.82,0.2,23.47,84.6,0.4594,192.02,19657,189.8658373,288,2.781775507
1057,Fayette County,AL,37.8,NA,74.53259258,74.5662713,461.27,4.61,0.1,NA,82.6,0.461,26.28,1191,70.58196041,-64,-3.792817352
1059,Franklin County,AL,33,7.123473541,74.98522642,74.05499686,389.97,3.9,0.1,31.89,77.2,0.4276,49.64,6848,216.7020031,-1538,-48.66934591
1061,Geneva County,AL,38,NA,73.65541147,74.32717473,416.73,4.17,0.2,38.06,80.3,0.44,45.98,6635,248.3902366,315,11.79245283
1063,Greene County,AL,42.1,NA,74.87910621,73.85479914,399.58,4,0.4,NA,79.2,0.5115,12.87,386,45.13036362,-161,-18.82380451
1065,Hale County,AL,42,NA,72.7981686,74.24185248,193.1,1.93,0.5,NA,84,0.4994,23,1410,92.86090622,27,1.778187566
1067,Henry County,AL,37.9,NA,76.01567745,75.59793011,590.44,5.9,0.3,NA,79.4,0.4407,30.5,1979,115.1250727,330,19.19720768
1069,Houston County,AL,36,9.403695099,76.13665008,75.98739983,1105.8,11.06,0.4,18.89,86,0.4832,180.57,25694,246.6000595,-856,-8.215523116
1071,Jackson County,AL,37,10.00769823,73.96736011,73.66010976,319.81,3.2,0.1,29.06,83.2,0.4516,48.1,9050,171.840881,-256,-4.86091332
1073,Jefferson County,AL,33.3,10.68663211,74.62173263,74.72026828,614.81,6.15,0.7,16.1,90.1,0.5009,593.55,155740,235.686516,-23544,-35.62991739
1075,Lamar County,AL,35,NA,74.9878971,73.1553474,344.7,3.45,0.1,NA,82.3,0.472,22.96,632,44.86724407,-38,-2.697714042
1077,Lauderdale County,AL,34.6,7.338327473,76.60444751,76.19725856,367.66,3.68,0.1,16.18,87.4,0.4601,138.55,16463,176.8389619,-734,-7.88433445
1079,Lawrence County,AL,35,NA,74.09022154,74.03277127,467.74,4.68,0.1,36.45,79.3,0.4409,47.86,8180,244.346865,-589,-17.59416913
1081,Lee County,AL,31.4,7.352340495,77.87780304,78.16330406,406.35,4.06,0.2,12.15,90.9,0.5026,265.25,52038,337.3504911,4876,31.60999643
1083,Limestone County,AL,33.6,6.476136844,77.65884723,77.79918567,216.23,2.16,0.1,19.21,84.7,0.4454,169.17,30799,339.2446055,7864,86.6203311
1085,Lowndes County,AL,46.2,NA,71.15081129,70.81807959,560.22,5.6,0.6,NA,78.3,0.5064,14.08,1023,96.69187146,-182,-17.20226843
1087,Macon County,AL,46.7,NA,72.83768284,74.08991223,735.52,7.36,0.6,NA,81.8,0.5095,30.73,4062,209.1119691,-1502,-77.32303732
1089,Madison County,AL,31.8,7.510729614,77.70293201,77.56460772,455.82,4.56,0.3,16.09,91.7,0.462,451.95,92351,263.6347806,8135,23.22301805
1091,Marengo County,AL,40.7,NA,72.31452137,74.31460188,490.89,4.91,0.2,NA,83.8,0.5495,19.78,1771,88.06563899,-674,-33.51566385
1093,Marion County,AL,36.4,NA,74.54737593,74.45516162,673.9,6.74,0.1,NA,79.6,0.4587,40.23,4847,160.1202471,190,6.276634403
1095,Marshall County,AL,33,6.559527714,74.87823748,74.22396708,326.62,3.27,0.2,28.93,81.6,0.4707,169.03,23897,252.5148992,-945,-9.985629147
1097,Mobile County,AL,36.9,9.281160017,75.23464341,75.18092438,734.81,7.35,0.6,21.3,86.5,0.476,336.84,52553,126.5962137,-10394,-25.03836212
1099,Monroe County,AL,39.1,12.31527094,74.28895515,74.35590477,391.4,3.91,0.2,NA,85.6,0.5495,20.74,2166,98.69230419,-417,-19.00031895
1101,Montgomery County,AL,36.6,9.247699635,76.50552565,75.81389925,826.42,8.26,0.8,11.92,86.7,0.4928,288.97,54121,239.273351,-11609,-51.32433496
1103,Morgan County,AL,31.5,8.090117768,75.32748869,75.50516228,579.3,5.79,0.1,23.4,84.1,0.4526,205.68,27899,233.2555787,-914,-7.641693212
1105,Perry County,AL,44.9,NA,72.33658004,71.8073582,342.39,3.42,0.4,NA,82.8,0.4938,12.91,93,9.464685528,-158,-16.07978832
1107,Pickens County,AL,36,15.37475977,76.17365663,75.51025145,409.13,4.09,0.3,NA,81.5,0.4907,22.97,926,45.47016941,-128,-6.285293396
1109,Pike County,AL,42.8,8.190618019,74.99227211,75.56737294,721.91,7.22,0.4,NA,85,0.5367,49.6,4840,144.9579203,-1469,-43.9965258
1111,Randolph County,AL,36.6,NA,73.55950536,74.15062539,690.33,6.9,0.1,44.01,79.6,0.4815,39.01,4001,177.5145304,235,10.42637207
1113,Russell County,AL,40.4,10.58743169,73.74185218,72.91510157,854.9,8.55,0.4,22.43,83.8,0.4661,90.38,34495,578.6974903,2666,44.7255402
1115,St. Clair County,AL,35.6,7.498958478,75.52969388,75.10036379,451.78,4.52,0.2,13.41,84.6,0.4065,139.32,31386,362.019447,5977,68.94125518
1117,Shelby County,AL,32.9,6.320057238,80.73677332,80.36632737,268.31,2.68,0.2,13.32,92.7,0.4392,271.76,82596,399.6806271,9005,43.57504053
1119,Sumter County,AL,43.1,NA,73.68055114,72.90228422,355.9,3.56,0.4,NA,86.7,0.5289,14.16,204,15.49445542,-172,-13.06395261
1121,Talladega County,AL,40.7,9.348914858,73.321252,72.9365298,762.45,7.62,0.3,23.76,80.3,0.467,109.1,18715,230.1345269,334,4.107129682
1123,Tallapoosa County,AL,34.5,8.209662141,74.70338392,75.03016843,699.32,6.99,0.2,NA,80.7,0.4689,56.58,10039,243.8722215,-1837,-44.62528847
1125,Tuscaloosa County,AL,34.1,9.375727929,76.66668322,76.16151114,512.37,5.12,0.3,15.29,88.3,0.4677,156.95,30444,150.5548632,-1887,-9.331790398
1127,Walker County,AL,38,8.80572372,70.53220467,70.15031591,602.16,6.02,0.1,26.76,81.8,0.4522,81.05,10303,157.367384,-77,-1.176093232
1129,Washington County,AL,40.4,NA,75.65572239,72.95174626,356.55,3.57,0.1,NA,82.6,0.4989,15.31,1019,60.53225615,-120,-7.128430557
1131,Wilcox County,AL,44.4,NA,70.80877612,74.17464284,247.64,2.48,0.3,NA,76.5,0.4887,12.02,230,20.72445486,21,1.892232835
1133,Winston County,AL,38.2,NA,74.93492466,74.89234159,501.48,5.01,0,NA,78.8,0.4752,38.8,5682,235.2795031,-169,-6.997929607
2013,Aleutians East Borough,AK,39.5,NA,113.4621372,92.48223957,NA,NA,NA,NA,85.5,0.4068,0.48,NA,NA,NA,NA
2016,Aleutians West Census Area,AK,40,NA,86.02850675,81.36730797,NA,NA,NA,NA,89.5,0.3514,1.3,NA,NA,NA,NA
2020,Anchorage Borough,AK,28.6,5.471535719,79.30516338,79.0217959,NA,NA,NA,9.03,93.9,0.4298,171.98,NA,NA,NA,NA
2050,Bethel Census Area,AK,31.3,9.310344828,71.5905512,71.94640009,NA,NA,NA,NA,80.9,0.4502,0.45,NA,NA,NA,NA
2060,Bristol Bay Borough,AK,38.6,NA,,NA,NA,NA,NA,NA,94,0.3916,1.82,NA,NA,NA,NA
2068,Denali Borough,AK,27,NA,79.77407603,81.20403823,NA,NA,NA,NA,98.5,0.3486,0.18,NA,NA,NA,NA
2070,Dillingham Census Area,AK,38.5,NA,71.85067356,72.919773,NA,NA,NA,NA,86.3,0.4271,0.27,NA,NA,NA,NA
2090,Fairbanks North Star Borough,AK,29.4,4.939341421,80.46835886,79.37741124,NA,NA,NA,NA,94.5,0.4094,13.52,NA,NA,NA,NA
2100,Haines Borough,AK,26.3,NA,87.46620636,85.11926788,NA,NA,NA,NA,97.5,0.3985,1.07,NA,NA,NA,NA
2105,Hoonah-Angoon Census Area,AK,31.7,NA,84.21099529,80.22684914,NA,NA,NA,NA,93.7,0.4306,0.33,NA,NA,NA,NA
2110,Juneau Borough,AK,28.8,NA,81.05033506,79.5210401,NA,NA,NA,NA,96.4,0.3985,11.92,NA,NA,NA,NA
2122,Kenai Peninsula Borough,AK,29.6,4.638967326,78.99165326,78.56803956,NA,NA,NA,NA,92.7,0.4393,3.65,NA,NA,NA,NA
2130,Ketchikan Gateway Borough,AK,35.6,NA,80.060374,80.18433109,NA,NA,NA,NA,92.8,0.4332,2.84,NA,NA,NA,NA
2150,Kodiak Island Borough,AK,32.8,NA,81.12767105,82.4046679,NA,NA,NA,NA,89.8,0.372,2.03,NA,NA,NA,NA
2158,Kusilvak Census Area,AK,26.9,NA,67.19151365,67.21588791,NA,NA,NA,NA,78.9,0.4285,0.48,NA,NA,NA,NA
2164,Lake and Peninsula Borough,AK,33.5,NA,,NA,NA,NA,NA,NA,88,0.4259,0.06,NA,NA,NA,NA
2170,Matanuska-Susitna Borough,AK,33.1,3.779366701,79.60632162,78.8191607,NA,NA,NA,17.54,92.9,0.422,4.26,NA,NA,NA,NA
2180,Nome Census Area,AK,35.5,NA,70.49199159,71.0984482,NA,NA,NA,NA,84.6,0.4301,0.43,NA,NA,NA,NA
2185,North Slope Borough,AK,36.8,NA,76.86551155,73.14686856,NA,NA,NA,NA,89.7,0.4094,0.11,NA,NA,NA,NA
2188,Northwest Arctic Borough,AK,36.1,NA,71.11113873,72.65722884,NA,NA,NA,NA,82.5,0.4469,0.22,NA,NA,NA,NA
2195,Petersburg Census Area,AK,30,NA,81.39792914,77.43607651,NA,NA,NA,NA,89.7,0.4274,1.12,NA,NA,NA,NA
2198,Prince of Wales-Hyder Census Area,AK,35.4,NA,74.93385249,73.62396236,NA,NA,NA,NA,90.8,0.4326,1.22,NA,NA,NA,NA
2220,Sitka Borough,AK,28.9,NA,81.31517662,80.82612098,NA,NA,NA,NA,94.7,0.4185,3.01,NA,NA,NA,NA
2230,Skagway Municipality,AK,29.9,NA,,NA,NA,NA,NA,NA,94.7,0.3023,2.55,NA,NA,NA,NA
2240,Southeast Fairbanks Census Area,AK,32.8,NA,78.47550443,78.4083676,NA,NA,NA,NA,89.9,0.4058,0.28,NA,NA,NA,NA
2261,Valdez-Cordova Census Area,AK,32.2,NA,78.7820161,78.9160487,NA,NA,NA,NA,95.4,0.413,0.27,NA,NA,NA,NA
2275,Wrangell City,AK,36.2,NA,78.53065499,80.57658537,NA,NA,NA,NA,86.5,0.4208,0.98,NA,NA,NA,NA
2282,Yakutat Borough,AK,31.3,NA,,NA,NA,NA,NA,NA,91.2,0.3385,0.09,NA,NA,NA,NA
2290,Yukon-Koyukuk Census Area,AK,32.2,NA,71.98133899,70.60531817,NA,NA,NA,NA,86,0.4671,0.04,NA,NA,NA,NA
4001,Apache County,AZ,34.4,10.21230852,73.1,72.36031002,167.55,1.68,0.2,47.3,80.4,0.5013,6.39,33048,460.0991257,1392,19.37962911
4003,Cochise County,AZ,26.9,5.816034359,78.73,78.61877318,602.36,6.02,0.2,14.29,87.4,0.4427,20.27,36024,282.656456,-5710,-44.80258615
4005,Coconino County,AZ,23.7,5.306603774,79.1206762,79.17865143,428.7,4.29,0.1,18.12,90.5,0.4667,7.59,44048,319.9256257,-6624,-48.11086417
4007,Gila County,AZ,31.1,7.66194567,74.32102872,73.81923047,777.27,7.77,0.1,27.77,86.3,0.4427,11.25,16066,302.4529829,2129,40.07982078
4009,Graham County,AZ,34.8,5.454996281,77.70996094,78.38163421,741.95,7.42,0.1,NA,85.3,0.4196,8.22,6648,175.1455594,-265,-6.981584424
4011,Greenlee County,AZ,29.7,NA,81.00316938,81.19111831,647.52,6.48,0.1,NA,88.1,0.3805,5.17,869,92.98095442,-154,-16.47763749
4012,La Paz County,AZ,28.6,NA,77.15999792,78.18474902,522.38,5.22,0.1,NA,76.9,0.4879,4.62,3785,187.0891207,-337,-16.65760467
4013,Maricopa County,AZ,26.6,5.647111556,80.47962577,80.45570363,643.01,6.43,0.3,10.99,87.7,0.4641,470.49,1224084,299.4927323,228889,56.00154238
4015,Mohave County,AZ,31.9,6.115295697,76.01130638,75.4924518,679.17,6.79,0.1,23.56,86.1,0.4456,15.58,60308,296.5563702,13238,65.0960607
4017,Navajo County,AZ,33,7.274017564,73.86861666,75.38793225,567.38,5.67,0.1,31.55,83.4,0.4739,10.98,40036,370.357351,4545,42.04401439
4019,Pima County,AZ,25.1,4.645311139,79.50835629,79.63227752,545.79,5.46,0.3,15.09,88.4,0.4694,111.79,228723,227.6947306,13725,13.66329655
4021,Pinal County,AZ,33,5.282491879,82.57709844,81.61353928,518.63,5.19,0.3,14.48,85.8,0.4204,80.65,205931,512.3706826,44242,110.0771799
4023,Santa Cruz County,AZ,23.3,4.852227614,83.08555507,83.23300031,296.12,2.96,0.2,NA,76.6,0.4997,37.6,10760,230.4315237,-3167,-67.8231074
4025,Yavapai County,AZ,23.8,5.451055662,78.97391652,78.71101746,834.97,8.35,0.1,14.89,91,0.4435,28.08,80028,365.6851456,24620,112.5002285
4027,Yuma County,AZ,33.1,6.018431446,82.94515962,83.05657568,501.81,5.02,0.2,10.76,73.3,0.4429,37.99,44090,216.9281711,-3761,-18.50457817
5001,Arkansas County,AR,33,NA,74.24,74.14368552,NA,NA,0.3,NA,83.9,0.4807,18.12,774,41.62633107,-128,-6.883941056
5003,Ashley County,AR,40.1,NA,75.02,74.44178976,NA,NA,0.1,NA,83.3,0.4694,21.91,959,45.78002673,-534,-25.49169372
5005,Baxter County,AR,35.4,NA,77.0426015,76.59871755,NA,NA,0.1,NA,88.7,0.4517,74.74,3035,74.28347652,-203,-4.968548841
5007,Benton County,AR,31.9,6.634675569,79.90780871,79.60856402,NA,NA,0.1,10.75,88.6,0.4586,313.43,92027,379.7731109,21999,90.78453787
5009,Boone County,AR,36.6,NA,76.69836555,76.70965332,NA,NA,0.1,NA,87.4,0.4364,63.27,5020,134.9607485,-274,-7.366383482
5011,Bradley County,AR,40.3,NA,72.96870117,73.47550322,NA,NA,0.1,NA,81,0.451,16.75,288,25.83423036,6,0.538213132
5013,Calhoun County,AR,34.9,NA,73.00671055,73.32060214,NA,NA,0.2,NA,84.2,0.4212,8.26,193,37.10111496,99,19.03114187
5015,Carroll County,AR,32.4,NA,76.60201969,76.42659892,NA,NA,0.2,NA,86.3,0.4631,44.39,4512,162.6297578,-651,-23.46453287
5017,Chicot County,AR,41.4,NA,72.71798528,73.58304204,NA,NA,0.3,NA,80.8,0.5252,16.46,359,32.11091234,-135,-12.07513417
5019,Clark County,AR,32.8,NA,76.3578278,75.84570168,NA,NA,0.2,NA,90,0.4319,25.85,2749,121.7664777,-1055,-46.73104181
5021,Clay County,AR,38.4,NA,72.8450851,72.68661889,NA,NA,0.1,NA,82.5,0.4663,23.28,944,62.44212197,-37,-2.447413679
5023,Cleburne County,AR,34.3,NA,75.67485662,75.69396135,NA,NA,0.1,NA,85.9,0.4501,45.33,5496,214.4027464,46,1.794491691
5025,Cleveland County,AR,35.2,NA,75.78208563,73.53092191,NA,NA,0.1,NA,89.6,0.4257,13.6,332,39.29459108,42,4.971002486
5027,Columbia County,AR,33.6,NA,75.45061253,74.818275,NA,NA,0.2,NA,85.9,0.4973,31.04,2168,90.58621986,-607,-25.36247023
5029,Conway County,AR,36.9,NA,74.8447568,74.60666737,NA,NA,0.2,NA,87,0.4812,37.77,4560,216.2880046,-81,-3.841957976
5031,Craighead County,AR,36.6,8.700810757,76.98621248,76.72395159,NA,NA,0.2,14.5,89.3,0.4816,151.77,25792,251.5850875,2533,24.70785618
5033,Crawford County,AR,35.8,8.411214953,77.0290819,75.73643081,NA,NA,0.1,15.81,85,0.4477,105.66,17872,289.6737281,616,9.984278004
5035,Crittenden County,AR,41.1,10.21711367,72.81319563,73.37567192,NA,NA,0.6,NA,82.6,0.4689,79.74,10596,213.8532332,-1521,-30.69750545
5037,Cross County,AR,36.7,12.91989664,72.8358131,72.980884,NA,NA,0.2,NA,83.6,0.4593,27.29,1110,64.43373774,-67,-3.889243629
5039,Dallas County,AR,40.2,NA,75.43681948,73.85919197,NA,NA,NA,NA,83.9,0.4249,10.91,178,22.95293359,11,1.418439716
5041,Desha County,AR,38.8,NA,72.82908451,71.90830464,NA,NA,0.2,NA,81.1,0.4547,15.24,700,57.07762557,-289,-23.56490541
5043,Drew County,AR,38.2,NA,75.36794667,74.91232111,NA,NA,0.2,NA,86.9,0.4941,22.23,1166,62.61411234,155,8.323488347
5045,Faulkner County,AR,35.6,7.702301411,76.67016728,77.02990328,NA,NA,0.2,11.11,91.8,0.4674,190.79,31159,258.007088,746,6.177133015
5047,Franklin County,AR,32.2,NA,74.94456805,74.25814689,NA,NA,0.1,NA,83.7,0.4533,29.13,1712,96.15276608,179,10.0533558
5049,Fulton County,AR,31.2,NA,74.15254728,74.66610013,NA,NA,0.1,NA,85.6,0.4256,19.79,865,71.34020619,7,0.577319588
5051,Garland County,AR,31.2,6.053428083,75.04835501,74.79903537,NA,NA,0.2,26.16,89.1,0.4807,145.44,19399,199.3280039,1957,20.10850578
5053,Grant County,AR,39,NA,76.64322031,76.10754756,NA,NA,0.1,NA,90.8,0.4471,28.69,1920,105.8201058,380,20.94356261
5055,Greene County,AR,34.6,8.350202429,74.71133359,73.94686397,NA,NA,0.1,22.06,88.2,0.4261,77.79,9726,222.5934911,2065,47.26049343
5057,Hempstead County,AR,36,NA,75.85874768,76.49460236,NA,NA,0.1,NA,82.6,0.4199,30.02,2144,96.0272316,-841,-37.66739822
5059,Hot Spring County,AR,35,NA,73.98193141,73.50626933,NA,NA,0.2,NA,85.8,0.428,54.6,8346,250.1198753,123,3.686166387
5061,Howard County,AR,36.9,NA,73.58628232,73.61900426,NA,NA,0.2,NA,85.2,0.511,22.62,946,70.07407407,77,5.703703704
5063,Independence County,AR,34.3,7.608034084,76.97455372,75.78436081,NA,NA,0.1,NA,86,0.4561,48.99,4789,129.5760167,-343,-9.280554128
5065,Izard County,AR,34.6,NA,74.38109825,75.72119454,NA,NA,0.2,NA,83.8,0.4278,23.37,847,62.80587276,115,8.527361708
5067,Jackson County,AR,36.9,NA,73.74390854,72.82250609,NA,NA,0.3,NA,80.2,0.501,26.86,973,55.49218661,71,4.049275693
5069,Jefferson County,AR,41.8,8.483896308,73.47641522,73.05152901,NA,NA,0.5,23.94,86.1,0.4642,79.63,7732,106.9477295,-6832,-94.49908018
5071,Johnson County,AR,36.1,NA,75.88590123,75.79102135,NA,NA,0.1,NA,78.9,0.4491,39.97,3500,134.589502,-242,-9.305902711
5073,Lafayette County,AR,40.8,NA,76.01687119,75.84908065,NA,NA,0.1,NA,79.7,0.5807,12.87,149,20.9534524,-86,-12.09393897
5075,Lawrence County,AR,32.1,NA,73.91918879,73.81490728,NA,NA,0.1,NA,84.1,0.4382,28.16,1433,84.63764692,-67,-3.957238202
5077,Lee County,AR,39.1,NA,74.58520258,75.35842565,NA,NA,0.5,NA,75.8,0.5049,15.26,342,34.68559838,110,11.15618661
5079,Lincoln County,AR,34.9,NA,74.41344852,75.64264453,NA,NA,0.3,NA,81.1,0.4604,23.96,555,39.72798855,47,3.364352183
5081,Little River County,AR,37.4,NA,74.69781956,73.67365789,NA,NA,0.2,NA,89,0.4494,23.2,812,64.79412703,83,6.623045005
5083,Logan County,AR,38.3,NA,74.08314152,74.35120887,NA,NA,0.1,NA,86.2,0.4243,30.59,3333,151.7897805,-631,-28.73667911
5085,Lonoke County,AR,40.6,7.455873402,75.35441479,74.57448965,NA,NA,0.1,19.1,89.1,0.4161,94.02,26925,376.2734603,2158,30.15777632
5087,Madison County,AR,35.6,NA,74.27377671,73.9540881,NA,NA,0.1,NA,80.6,0.4771,19.43,1937,123.0622618,193,12.26175349
5089,Marion County,AR,33.6,NA,74.82371807,74.78958377,NA,NA,0.1,NA,86.5,0.4416,27.6,1172,71.6075029,-99,-6.048756644
5091,Miller County,AR,37,8.881421027,74.22542332,74.16067132,NA,NA,0.3,NA,86.5,0.466,69.63,15099,347.6789168,-684,-15.75020724
5093,Mississippi County,AR,42.1,9.828571429,71.2615432,71.53180438,NA,NA,0.2,NA,81.1,0.4727,46.78,5863,132.5421047,-2452,-55.43121962
5095,Monroe County,AR,36.7,NA,69.71217019,70.56161394,NA,NA,0.4,NA,78.9,0.4556,11.61,97,12.79345819,-73,-9.628066473
5097,Montgomery County,AR,34.6,NA,77.54087032,75.96367459,NA,NA,0.1,NA,79.8,0.454,11.48,494,54.39330544,30,3.303237172
5099,Nevada County,AR,35,NA,75.64235698,73.85589641,NA,NA,0.2,NA,90.4,0.4086,13.52,423,48.49249112,10,1.146394589
5101,Newton County,AR,31.8,NA,76.06135544,77.75899229,NA,NA,NA,NA,86.5,0.4307,9.52,435,55.0354251,-70,-8.856275304
5103,Ouachita County,AR,35.6,NA,73.61518671,73.70917758,NA,NA,0.2,NA,86,0.4577,32.52,2583,104.0357661,-578,-23.28016755
5105,Perry County,AR,35.4,NA,76.05586931,75.1997946,NA,NA,0.1,NA,84.8,0.4132,18.77,943,92.04489995,70,6.832601269
5107,Phillips County,AR,44.7,9.592326139,71.13875645,71.55622585,NA,NA,0.4,NA,80.3,0.4944,26.75,1150,57.70195685,-1426,-71.55042649
5109,Pike County,AR,34.9,NA,75.91546865,76.48107527,NA,NA,0.1,NA,87.4,0.4481,17.91,740,67.12626996,-71,-6.440493469
5111,Poinsett County,AR,36.6,NA,71.40278531,72.03430974,NA,NA,0.1,NA,80.3,0.4285,31.51,5438,224.284418,-468,-19.30215293
5113,Polk County,AR,34.5,NA,75.51272471,75.999852,NA,NA,0.1,NA,84.9,0.492,23.43,319,15.77255871,-201,-9.938195303
5115,Pope County,AR,35.8,4.895738894,77.31101938,76.96412031,NA,NA,0.1,NA,84.5,0.4696,78.47,11844,187.4020981,-1649,-26.09135931
5117,Prairie County,AR,38,NA,77.04258725,78.12666951,NA,NA,0.2,NA,83.2,0.4579,12.64,600,72.25433526,-34,-4.094412331
5119,Pulaski County,AR,32.7,8.257403189,76.30480899,76.38598117,NA,NA,0.6,19.14,90.4,0.509,518.13,107191,272.9576116,-13942,-35.50274763
5121,Randolph County,AR,35.8,NA,73.93706543,73.12686732,NA,NA,0.1,NA,82.9,0.4756,27.13,1284,73.07495305,329,18.72403392
5123,St. Francis County,AR,46.9,9.373668513,75.20151716,74.7183295,NA,NA,0.3,NA,81.9,0.4908,40.8,3336,124.0194803,-1663,-61.82385962
5125,Saline County,AR,34.7,7.262085411,77.32328788,77.50813056,NA,NA,0.1,17.15,90.6,0.399,165.04,42297,365.5147383,9886,85.43108738
5127,Scott County,AR,37.6,NA,74.98565203,74.20164679,NA,NA,0.1,NA,79.1,0.4331,11.63,460,43.01879734,-142,-13.2797157
5129,Searcy County,AR,35.2,NA,75.9020176,75.16424199,NA,NA,NA,NA,81.8,0.4554,11.87,62,7.81939715,-59,-7.441039223
5131,Sebastian County,AR,33.6,6.186773681,76.22402417,76.02436271,NA,NA,0.2,10.17,84.1,0.4691,240.21,32325,254.9772828,-2784,-21.95999243
5133,Sevier County,AR,35,NA,76.54293688,75.97402335,NA,NA,0.1,NA,76.5,0.4595,30.22,481,27.60243315,-167,-9.583381155
5135,Sharp County,AR,39.2,NA,74.84021474,73.29508606,NA,NA,0.1,NA,83.5,0.4769,28.36,1765,104.4008044,137,8.103631847
5137,Stone County,AR,36.4,NA,76.58291232,76.13057434,NA,NA,0.1,NA,81.2,0.4609,20.57,59,4.722266688,-135,-10.80518649
